table,column,dtype,unit,grain,description,available_at,role,nullable_in_this_release,missing_count,null_meaning,generation_family,generator_expressions,parent_symbol_definitions,calibration_status
ml_stack_features,stack_layer_count,int64,count/index,one stack feature snapshot,"Number of core DRAM dies, excluding the base die.","after package inspection, before final test",allowed_primary_task_predictor,False,0,No missing values in this generated cohort.,Copy of pre-final-test assembly observations plus constituent-die aggregates. Only measured sampled values enter sampled aggregates.,generate.py:50: h | generate.py:72: hl | generate.py:195: hl[dw] | generate.py:364: hh | generate.py:141: hh,"h = np.where(rng.random(nl) < c['product_12_high_fraction'], 12, 8) | hl = h[wlot] | dw = np.repeat(wi,nd) | hh = int(h[l])",public_architecture_context; simulated row allocation (SOURCES.md)
ml_stack_features,capacity_gb,int64,GB,one stack feature snapshot,Stack DRAM capacity; core layer count times 3 GB per core die.,"after package inspection, before final test",allowed_primary_task_predictor,False,0,No missing values in this generated cohort.,Copy of pre-final-test assembly observations plus constituent-die aggregates. Only measured sampled values enter sampled aggregates.,generate.py:50: h*c['core_die_density_gb'] | generate.py:364: hh*c['core_die_density_gb'],"h = np.where(rng.random(nl) < c['product_12_high_fraction'], 12, 8) | hh = int(h[l])",public_architecture_context; simulated row allocation (SOURCES.md)
ml_stack_features,assembly_tool_id,str,category/text,one stack feature snapshot,Fictional assembly-line group containing multiple stations; not a single-resource schedule.,"after package inspection, before final test",allowed_primary_task_predictor,False,0,No missing values in this generated cohort.,Copy of pre-final-test assembly observations plus constituent-die aggregates. Only measured sampled values enter sampled aggregates.,generate.py:364: f'ASSEMBLY_T{bank+1:02}',bank = (wlot+wi % nw) % 8,illustrative_simulation_assumption
ml_stack_features,feature_available_time_utc,str,UTC ISO-8601,one stack feature snapshot,"Feature available time, in a wholly simulated chronology.","after package inspection, before final test",identifier_or_metadata,False,0,No missing values in this generated cohort.,Copy of pre-final-test assembly observations plus constituent-die aggregates. Only measured sampled values enter sampled aggregates.,generate.py:364: observed.strftime('%Y-%m-%dT%H:%M:%SZ'),observed = end+pd.Timedelta(hours=2),illustrative_simulation_assumption
ml_stack_features,stack_height_um,float64,um,one stack feature snapshot,"Sum of N core thicknesses, N interface gaps, base thickness and mold cap.","after package inspection, before final test",allowed_primary_task_predictor,False,0,No missing values in this generated cohort.,Copy of pre-final-test assembly observations plus constituent-die aggregates. Only measured sampled values enter sampled aggregates.,generate.py:364: stackheight,stackheight = final_thickness[di].sum()+gaps.sum()+bthick[b]+moldcap,derived_identity from simulated inputs
ml_stack_features,inter_die_gap_mean_um,float64,um,one stack feature snapshot,Arithmetic mean of the N core-to-lower-layer interface gaps.,"after package inspection, before final test",allowed_primary_task_predictor,False,0,No missing values in this generated cohort.,Copy of pre-final-test assembly observations plus constituent-die aggregates. Only measured sampled values enter sampled aggregates.,generate.py:364: gaps.mean(),"gaps = bumpheight[di]+rng.normal(0,0.07,hh)",illustrative_simulation_assumption
ml_stack_features,max_alignment_offset_um,float64,um,one stack feature snapshot,Maximum Euclidean incremental placement-offset magnitude over core layers.,"after package inspection, before final test",allowed_primary_task_predictor,False,0,No missing values in this generated cohort.,Copy of pre-final-test assembly observations plus constituent-die aggregates. Only measured sampled values enter sampled aggregates.,generate.py:364: maxoffset,maxoffset = radial_offset.max(),illustrative_simulation_assumption
ml_stack_features,cumulative_die_shift_um,float64,um,one stack feature snapshot,Euclidean magnitude of the sum of incremental X/Y offsets over core layers.,"after package inspection, before final test",allowed_primary_task_predictor,False,0,No missing values in this generated cohort.,Copy of pre-final-test assembly observations plus constituent-die aggregates. Only measured sampled values enter sampled aggregates.,generate.py:364: cumshift,cumshift = np.sqrt(px.sum()**2+py.sum()**2),illustrative_simulation_assumption
ml_stack_features,emc_viscosity_pa_s,float64,Pa*s,one stack feature snapshot,Assumed epoxy molding-compound viscosity at dispensing conditions.,"after package inspection, before final test",allowed_primary_task_predictor,False,0,No missing values in this generated cohort.,Copy of pre-final-test assembly observations plus constituent-die aggregates. Only measured sampled values enter sampled aggregates.,generate.py:364: viscosity,"viscosity = np.exp(np.log(8)+0.2*emc_effect[l//4]+0.10*ast+rng.normal(0,0.08))",illustrative_simulation_assumption
ml_stack_features,molding_pressure_mpa,float64,MPa,one stack feature snapshot,Applied molding-pressure scenario variable; not converted from a published press load.,"after package inspection, before final test",allowed_primary_task_predictor,False,0,No missing values in this generated cohort.,Copy of pre-final-test assembly observations plus constituent-die aggregates. Only measured sampled values enter sampled aggregates.,generate.py:364: mold_pressure,"mold_pressure = 7+0.25*ast+rng.normal(0,0.18)",illustrative_simulation_assumption
ml_stack_features,molding_vacuum_absolute_kpa,float64,kPa absolute,one stack feature snapshot,Absolute evacuation pressure: a larger value means weaker vacuum.,"after package inspection, before final test",allowed_primary_task_predictor,False,0,No missing values in this generated cohort.,Copy of pre-final-test assembly observations plus constituent-die aggregates. Only measured sampled values enter sampled aggregates.,generate.py:364: vacuum,"vacuum = np.exp(np.log(2.5)+0.3*ast+rng.normal(0,0.12))",illustrative_simulation_assumption
ml_stack_features,reflow_peak_temperature_c,float64,degC,one stack feature snapshot,Peak mass-reflow temperature.,"after package inspection, before final test",allowed_primary_task_predictor,False,0,No missing values in this generated cohort.,Copy of pre-final-test assembly observations plus constituent-die aggregates. Only measured sampled values enter sampled aggregates.,generate.py:364: peak,"peak = 245+2.0*ast+rng.normal(0,1.8)",illustrative_simulation_assumption
ml_stack_features,time_above_liquidus_sec,float64,s,one stack feature snapshot,Reflow time above the scenario solder liquidus.,"after package inspection, before final test",allowed_primary_task_predictor,False,0,No missing values in this generated cohort.,Copy of pre-final-test assembly observations plus constituent-die aggregates. Only measured sampled values enter sampled aggregates.,generate.py:364: tal,"tal = 55+3*ast+rng.normal(0,3)",illustrative_simulation_assumption
ml_stack_features,heating_rate_c_sec,float64,degC/s,one stack feature snapshot,Reflow heating-rate summary.,"after package inspection, before final test",allowed_primary_task_predictor,False,0,No missing values in this generated cohort.,Copy of pre-final-test assembly observations plus constituent-die aggregates. Only measured sampled values enter sampled aggregates.,generate.py:364: heatrate,"heatrate = 1.5+rng.normal(0,0.08)",illustrative_simulation_assumption
ml_stack_features,cure_temperature_c,float64,degC,one stack feature snapshot,Molding compound curing temperature.,"after package inspection, before final test",allowed_primary_task_predictor,False,0,No missing values in this generated cohort.,Copy of pre-final-test assembly observations plus constituent-die aggregates. Only measured sampled values enter sampled aggregates.,generate.py:364: curetemp,"curetemp = 175+1.1*ast+rng.normal(0,1)",illustrative_simulation_assumption
ml_stack_features,cure_duration_min,float64,min,one stack feature snapshot,Molding compound cure duration.,"after package inspection, before final test",allowed_primary_task_predictor,False,0,No missing values in this generated cohort.,Copy of pre-final-test assembly observations plus constituent-die aggregates. Only measured sampled values enter sampled aggregates.,generate.py:364: curemin,"curemin = 60+rng.normal(0,2)",illustrative_simulation_assumption
ml_stack_features,underfill_void_pct,float64,percent 0..100,one stack feature snapshot,Void area as percent of inspected underfill cross-section area.,"after package inspection, before final test",allowed_primary_task_predictor,False,0,No missing values in this generated cohort.,Copy of pre-final-test assembly observations plus constituent-die aggregates. Only measured sampled values enter sampled aggregates.,generate.py:364: vfrac,"vfrac = np.exp(-1.7+0.18*(viscosity-8)+0.25*(vacuum-2.5)+0.22*ast                 +0.08*(14-gaps.mean())+0.1*max(7-mold_pressure,0)+rng.normal(0,0.4))",illustrative_simulation_assumption
ml_stack_features,delamination_area_pct,float64,percent 0..100,one stack feature snapshot,Separated area as percent of inspected package interface area.,"after package inspection, before final test",allowed_primary_task_predictor,False,0,No missing values in this generated cohort.,Copy of pre-final-test assembly observations plus constituent-die aggregates. Only measured sampled values enter sampled aggregates.,generate.py:364: delam,"delam = min(30,np.exp(-2.9+0.15*(pwarp-10)+0.6*vfrac+0.25*cure_deficit+rng.normal(0,0.5)))",illustrative_simulation_assumption
ml_stack_features,package_warpage_um,float64,um,one stack feature snapshot,Package-curvature magnitude after molding.,"after package inspection, before final test",allowed_primary_task_predictor,False,0,No missing values in this generated cohort.,Copy of pre-final-test assembly observations plus constituent-die aggregates. Only measured sampled values enter sampled aggregates.,generate.py:364: pwarp,"pwarp = positive(8+2*warpage[di].mean()+0.9*cumshift+1.2*(hh==12)+1.6*ast                 +0.6*emc_effect[l//4]+0.6*abs(mold_pressure-7)+0.25*(curetemp-175)+rng.normal(0,1.3))",illustrative_simulation_assumption
ml_stack_features,stacks_since_tool_service,int64,count/index,one stack feature snapshot,Run-age proxy modulo 200 for the synthetic assembly-line group.,"after package inspection, before final test",allowed_primary_task_predictor,False,0,No missing values in this generated cohort.,Copy of pre-final-test assembly observations plus constituent-die aggregates. Only measured sampled values enter sampled aggregates.,generate.py:364: age,age = seq[ix] % 120,illustrative_simulation_assumption
ml_stack_features,core_thickness_mean_um,float64,um,one stack feature snapshot,Mean measured silicon thickness of the core dies assigned to the stack.,"after package inspection, before final test",allowed_primary_task_predictor,False,0,No missing values in this generated cohort.,Copy of pre-final-test assembly observations plus constituent-die aggregates. Only measured sampled values enter sampled aggregates.,generate.py:416: final_thickness[di].mean(),"final_thickness = positive(nominal_thickness+0.5*thinning+0.35*(radius**2-0.5)+rng.normal(0,0.22,n_d),20) | di = eligible[k*h[l]:(k+1)*h[l]]",illustrative_simulation_assumption
ml_stack_features,core_thickness_std_um,float64,um,one stack feature snapshot,Population SD (ddof=0) of the core-die thicknesses in the stack.,"after package inspection, before final test",allowed_primary_task_predictor,False,0,No missing values in this generated cohort.,Copy of pre-final-test assembly observations plus constituent-die aggregates. Only measured sampled values enter sampled aggregates.,generate.py:416: final_thickness[di].std(),"final_thickness = positive(nominal_thickness+0.5*thinning+0.35*(radius**2-0.5)+rng.normal(0,0.22,n_d),20) | di = eligible[k*h[l]:(k+1)*h[l]]",illustrative_simulation_assumption
ml_stack_features,core_warpage_max_um,float64,um,one stack feature snapshot,Largest measured warpage among the assigned core dies.,"after package inspection, before final test",allowed_primary_task_predictor,False,0,No missing values in this generated cohort.,Copy of pre-final-test assembly observations plus constituent-die aggregates. Only measured sampled values enter sampled aggregates.,generate.py:416: warpage[di].max(),"warpage = positive(0.5+0.3*ttv+0.3*abs(thinning)+0.22*(hl[dw]==12)+0.22*local+rng.normal(0,0.18,n_d),0.05) | di = eligible[k*h[l]:(k+1)*h[l]]",illustrative_simulation_assumption
ml_stack_features,core_ttv_mean_um,float64,um,one stack feature snapshot,Mean within-die thickness variation among the assigned core dies.,"after package inspection, before final test",allowed_primary_task_predictor,False,0,No missing values in this generated cohort.,Copy of pre-final-test assembly observations plus constituent-die aggregates. Only measured sampled values enter sampled aggregates.,generate.py:416: ttv[di].mean(),"ttv = positive(0.7+0.22*abs(thinning)+0.2*radius+rng.normal(0,0.12,n_d),0.15) | di = eligible[k*h[l]:(k+1)*h[l]]",illustrative_simulation_assumption
ml_stack_features,core_leakage_mean_ua,float64,uA,one stack feature snapshot,Mean incoming leakage current of the assigned core dies.,"after package inspection, before final test",allowed_primary_task_predictor,False,0,No missing values in this generated cohort.,Copy of pre-final-test assembly observations plus constituent-die aggregates. Only measured sampled values enter sampled aggregates.,generate.py:416: leakage[di].mean(),"leakage = np.exp(np.log(0.7)+0.23*die_stress+0.04*particles+rng.normal(0,0.18,n_d)) | di = eligible[k*h[l]:(k+1)*h[l]]",illustrative_simulation_assumption
ml_stack_features,core_repair_count_sum,int64,count/index,one stack feature snapshot,Total incoming repair resources used by the assigned core dies.,"after package inspection, before final test",allowed_primary_task_predictor,False,0,No missing values in this generated cohort.,Copy of pre-final-test assembly observations plus constituent-die aggregates. Only measured sampled values enter sampled aggregates.,generate.py:416: int(repairs[di].sum()),repairs = rng.poisson(np.exp(-0.3+0.55*die_stress+0.18*particles)) | di = eligible[k*h[l]:(k+1)*h[l]],illustrative_simulation_assumption
ml_stack_features,core_particle_count_sum,int64,count/index,one stack feature snapshot,Total inspected contamination particles across the assigned core dies.,"after package inspection, before final test",allowed_primary_task_predictor,False,0,No missing values in this generated cohort.,Copy of pre-final-test assembly observations plus constituent-die aggregates. Only measured sampled values enter sampled aggregates.,generate.py:416: int(particles[di].sum()),particles = rng.poisson(np.exp(-0.8+0.65*die_stress)) | di = eligible[k*h[l]:(k+1)*h[l]],illustrative_simulation_assumption
ml_stack_features,core_tsv_resistance_mean_mohm,float64,mOhm,one stack feature snapshot,Mean incoming TSV path-resistance proxy across the assigned core dies.,"after package inspection, before final test",allowed_primary_task_predictor,False,0,No missing values in this generated cohort.,Copy of pre-final-test assembly observations plus constituent-die aggregates. Only measured sampled values enter sampled aggregates.,generate.py:416: resistance[di].mean(),"resistance = (c['copper_resistivity_ohm_m']*final_thickness*1e-6/(np.pi*(diameter*1e-6/2)**2)                   *1000/(1-void/100)+3)*np.exp(rng.normal(0,0.025,n_d)) | di = eligible[k*h[l]:(k+1)*h[l]]",illustrative_simulation_assumption
ml_stack_features,core_tsv_resistance_max_mohm,float64,mOhm,one stack feature snapshot,Largest incoming TSV path-resistance proxy among the assigned core dies.,"after package inspection, before final test",allowed_primary_task_predictor,False,0,No missing values in this generated cohort.,Copy of pre-final-test assembly observations plus constituent-die aggregates. Only measured sampled values enter sampled aggregates.,generate.py:416: resistance[di].max(),"resistance = (c['copper_resistivity_ohm_m']*final_thickness*1e-6/(np.pi*(diameter*1e-6/2)**2)                   *1000/(1-void/100)+3)*np.exp(rng.normal(0,0.025,n_d)) | di = eligible[k*h[l]:(k+1)*h[l]]",illustrative_simulation_assumption
ml_stack_features,core_bump_coplanarity_max_um,float64,um,one stack feature snapshot,Largest incoming bump-height variation among the assigned core dies.,"after package inspection, before final test",allowed_primary_task_predictor,False,0,No missing values in this generated cohort.,Copy of pre-final-test assembly observations plus constituent-die aggregates. Only measured sampled values enter sampled aggregates.,generate.py:416: coplanarity[di].max(),"coplanarity = positive(0.45+0.12*abs(bumpstate)+0.08*warpage+rng.normal(0,0.08,n_d),0.05) | di = eligible[k*h[l]:(k+1)*h[l]]",illustrative_simulation_assumption
ml_stack_features,n_source_wafers,int64,count/index,one stack feature snapshot,Distinct source wafer count among core dies in the stack.,"after package inspection, before final test",allowed_primary_task_predictor,False,0,No missing values in this generated cohort.,Copy of pre-final-test assembly observations plus constituent-die aggregates. Only measured sampled values enter sampled aggregates.,generate.py:416: len(np.unique(dw[di])),"dw = np.repeat(wi,nd) | di = eligible[k*h[l]:(k+1)*h[l]]",illustrative_simulation_assumption
ml_stack_features,n_dies_with_detailed_metrology,int64,count/index,one stack feature snapshot,Number of core dies with sampled metrology successfully observed.,"after package inspection, before final test",allowed_primary_task_predictor,False,0,No missing values in this generated cohort.,Copy of pre-final-test assembly observations plus constituent-die aggregates. Only measured sampled values enter sampled aggregates.,generate.py:416: int(measured[di].sum()),measured = sampling & ~dropout | di = eligible[k*h[l]:(k+1)*h[l]],illustrative_simulation_assumption
ml_stack_features,sampled_core_tsv_void_mean_pct,float64,percent 0..100,one stack feature snapshot,Mean of observed constituent TSV void measurements only; null when none were observed.,"after package inspection, before final test",allowed_primary_task_predictor,True,1214,No constituent die with successfully observed detailed metrology.,Copy of pre-final-test assembly observations plus constituent-die aggregates. Only measured sampled values enter sampled aggregates.,generate.py:416: float(void[di][measured[di]].mean()) if measured[di].any() else np.nan,"measured = sampling & ~dropout | di = eligible[k*h[l]:(k+1)*h[l]] | void = np.minimum(15, np.exp(-1.2+0.45*fill+0.28*die_stress+rng.normal(0,0.35,n_d)))",illustrative_simulation_assumption
ml_stack_features,sampled_core_cd_mean_nm,float64,nm,one stack feature snapshot,Mean of observed constituent critical dimensions only; null when none were observed.,"after package inspection, before final test",allowed_primary_task_predictor,True,1214,No constituent die with successfully observed detailed metrology.,Copy of pre-final-test assembly observations plus constituent-die aggregates. Only measured sampled values enter sampled aggregates.,generate.py:416: float(cd[di][measured[di]].mean()) if measured[di].any() else np.nan,"measured = sampling & ~dropout | di = eligible[k*h[l]:(k+1)*h[l]] | cd = 24+0.35*lith+0.25*die_stress+rng.normal(0,0.18,n_d)",illustrative_simulation_assumption
ml_stack_features,base_leakage_current_ua,float64,uA,one stack feature snapshot,Base-die incoming leakage measurement.,"after package inspection, before final test",allowed_primary_task_predictor,False,0,No missing values in this generated cohort.,Copy of pre-final-test assembly observations plus constituent-die aggregates. Only measured sampled values enter sampled aggregates.,generate.py:416: base_leak[b] | generate.py:267: base_leak[j],"base_leak = np.exp(np.log(1.2)+rbase.normal(0,0.2,nb)+0.1*lot_effect[l]) | b = available_bases[k]",illustrative_simulation_assumption
ml_stack_features,base_die_thickness_um,float64,um,one stack feature snapshot,"Base-die silicon thickness, separate from core DRAM thickness.","after package inspection, before final test",allowed_primary_task_predictor,False,0,No missing values in this generated cohort.,Copy of pre-final-test assembly observations plus constituent-die aggregates. Only measured sampled values enter sampled aggregates.,generate.py:416: bthick[b] | generate.py:267: bthick[j],"bthick = c['base_die_thickness_um']+rbase.normal(0,0.35,nb) | b = available_bases[k]",illustrative_simulation_assumption
ml_stack_labels,stack_id,str,category/text,one stack label record,Fictional stack identifier for traceability or configuration.,at label_available_time_utc; reliability later,identifier_or_metadata,False,0,No missing values in this generated cohort.,Labels copied from corresponding final acceptance and optional reliability tests.,generate.py:442: assigned_stack | generate.py:364: sid | generate.py:307: sid | generate.py:379: sid | generate.py:397: sid | generate.py:405: sid | generate.py:426: sid | generate.py:302: sid,"assigned_stack = np.full(n_d,'',dtype=object) | sid = f'S{next_stack:06}'",illustrative_simulation_assumption
ml_stack_labels,split,str,category/text,one stack label record,"Preassigned time-ordered lot partition: train, validation or test.",at label_available_time_utc; reliability later,identifier_or_metadata,False,0,No missing values in this generated cohort.,Labels copied from corresponding final acceptance and optional reliability tests.,generate.py:50: splits | generate.py:72: splits[wlot] | generate.py:364: splits[l] | generate.py:267: splits[l] | generate.py:426: splits[l],"splits = np.where(li < train_end, 'train', np.where(li < val_end, 'validation', 'test')) | wlot = wi//nw",illustrative_simulation_assumption
ml_stack_labels,final_test_pass,int64,0/1,one stack label record,Final acceptance passed both assembly inspection and electrical test.,at label_available_time_utc; reliability later,outcome_label,False,0,No missing values in this generated cohort.,Labels copied from corresponding final acceptance and optional reliability tests.,generate.py:379: int(not failed) | generate.py:426: int(not failed),failed = bool(mode_list),illustrative_simulation_assumption
ml_stack_labels,final_test_fail,int64,0/1,one stack label record,Primary target: 1 minus final_test_pass. One means final acceptance rejection.,at label_available_time_utc; reliability later,outcome_label,False,0,No missing values in this generated cohort.,Labels copied from corresponding final acceptance and optional reliability tests.,generate.py:426: int(failed),failed = bool(mode_list),illustrative_simulation_assumption
ml_stack_labels,defect_type,str,category/text,one stack label record,"none, one of seven named mechanisms, or multiple; simulator-assigned outcome.",at label_available_time_utc; reliability later,outcome_label,False,0,No missing values in this generated cohort.,Labels copied from corresponding final acceptance and optional reliability tests.,generate.py:379: defect_type | generate.py:426: defect_type,defect_type = 'none' if not mode_list else ('multiple' if len(mode_list)>1 else mode_list[0]),illustrative_simulation_assumption
ml_stack_labels,defect_stage,str,category/text,one stack label record,Coarse origin assigned from the simulated mechanism; multiple when mechanisms coexist.,at label_available_time_utc; reliability later,outcome_label,False,0,No missing values in this generated cohort.,Labels copied from corresponding final acceptance and optional reliability tests.,generate.py:379: stage | generate.py:426: stage,"stage = 'none' if not failed else ('multiple' if len(mode_list)>1 else {                 'dram_electrical':'dram_or_base','tsv_open_short':'tsv_or_interconnect',                 'microbump_open_bridge':'reflow','die_crack':'handling',                 'warpage':'assembly','underfill_void':'molding','delamination':'molding'}[mode_list[0]])",illustrative_simulation_assumption
ml_stack_labels,label_available_time_utc,str,UTC ISO-8601,one stack label record,"Label available time, in a wholly simulated chronology.",at label_available_time_utc; reliability later,identifier_or_metadata,False,0,No missing values in this generated cohort.,Labels copied from corresponding final acceptance and optional reliability tests.,generate.py:426: testtime.strftime('%Y-%m-%dT%H:%M:%SZ'),testtime = observed+pd.Timedelta(hours=12),illustrative_simulation_assumption
ml_stack_labels,reliability_pass,float64,0/1,one stack label record,"1 passed, 0 failed the stress screen, null not tested.",at label_available_time_utc; reliability later,outcome_label,True,14413,Not stress tested; use reliability_sampled and sampling_reason.,Labels copied from corresponding final acceptance and optional reliability tests.,generate.py:397: rpass | generate.py:426: rpass,rpass = int(rtest.random()>=rp) if selected else None,illustrative_simulation_assumption
ml_stack_labels,reliability_sampled,int64,0/1,one stack label record,Selected for the later synthetic stress screen; only final acceptance passers are eligible.,at label_available_time_utc; reliability later,observation_or_process_context,False,0,No missing values in this generated cohort.,Labels copied from corresponding final acceptance and optional reliability tests.,generate.py:397: int(selected) | generate.py:426: int(selected),"selected = rtrace.choice(n_w, min(c['trace_runs_per_stage'], n_w), replace=False)",illustrative_simulation_assumption
stack_training,stack_id,str,category/text,one stack modeling row,Fictional stack identifier for traceability or configuration.,features before final test; target after,identifier_or_metadata,False,0,No missing values in this generated cohort.,One-to-one join of ml_stack_features to only final_test_fail from ml_stack_labels.,generate.py:442: assigned_stack | generate.py:364: sid | generate.py:307: sid | generate.py:379: sid | generate.py:397: sid | generate.py:405: sid | generate.py:426: sid | generate.py:302: sid,"assigned_stack = np.full(n_d,'',dtype=object) | sid = f'S{next_stack:06}'",illustrative_simulation_assumption
stack_training,lot_id,str,category/text,one stack modeling row,Fictional lot identifier for traceability or configuration.,features before final test; target after,identifier_or_metadata,False,0,No missing values in this generated cohort.,One-to-one join of ml_stack_features to only final_test_fail from ml_stack_labels.,generate.py:50: [f'L{i+1:04}' for i in li] | generate.py:72: lots.lot_id.to_numpy()[wlot] | generate.py:364: lots.lot_id.iloc[l],"li = np.arange(nl) | wlot = wi//nw | lots = pd.DataFrame(dict(lot_id=[f'L{i+1:04}' for i in li], release_time_utc=stamp(released),         split=splits, product_generation='HBM3E', stack_layer_count=h,         capacity_gb=h*c['core_die_density_gb'], scenario=c['scenario'],         material_batch_id=[f'MAT{i//6+1:03}' for i in li], wafers_in_cohort=nw,         sampled_dies_per_wafer=nd))",illustrative_simulation_assumption
stack_training,split,str,category/text,one stack modeling row,"Preassigned time-ordered lot partition: train, validation or test.",features before final test; target after,identifier_or_metadata,False,0,No missing values in this generated cohort.,One-to-one join of ml_stack_features to only final_test_fail from ml_stack_labels.,generate.py:50: splits | generate.py:72: splits[wlot] | generate.py:364: splits[l] | generate.py:267: splits[l] | generate.py:426: splits[l],"splits = np.where(li < train_end, 'train', np.where(li < val_end, 'validation', 'test')) | wlot = wi//nw",illustrative_simulation_assumption
stack_training,stack_layer_count,int64,count/index,one stack modeling row,"Number of core DRAM dies, excluding the base die.",features before final test; target after,allowed_primary_task_predictor,False,0,No missing values in this generated cohort.,One-to-one join of ml_stack_features to only final_test_fail from ml_stack_labels.,generate.py:50: h | generate.py:72: hl | generate.py:195: hl[dw] | generate.py:364: hh | generate.py:141: hh,"h = np.where(rng.random(nl) < c['product_12_high_fraction'], 12, 8) | hl = h[wlot] | dw = np.repeat(wi,nd) | hh = int(h[l])",public_architecture_context; simulated row allocation (SOURCES.md)
stack_training,capacity_gb,int64,GB,one stack modeling row,Stack DRAM capacity; core layer count times 3 GB per core die.,features before final test; target after,allowed_primary_task_predictor,False,0,No missing values in this generated cohort.,One-to-one join of ml_stack_features to only final_test_fail from ml_stack_labels.,generate.py:50: h*c['core_die_density_gb'] | generate.py:364: hh*c['core_die_density_gb'],"h = np.where(rng.random(nl) < c['product_12_high_fraction'], 12, 8) | hh = int(h[l])",public_architecture_context; simulated row allocation (SOURCES.md)
stack_training,assembly_tool_id,str,category/text,one stack modeling row,Fictional assembly-line group containing multiple stations; not a single-resource schedule.,features before final test; target after,allowed_primary_task_predictor,False,0,No missing values in this generated cohort.,One-to-one join of ml_stack_features to only final_test_fail from ml_stack_labels.,generate.py:364: f'ASSEMBLY_T{bank+1:02}',bank = (wlot+wi % nw) % 8,illustrative_simulation_assumption
stack_training,feature_available_time_utc,str,UTC ISO-8601,one stack modeling row,"Feature available time, in a wholly simulated chronology.",features before final test; target after,identifier_or_metadata,False,0,No missing values in this generated cohort.,One-to-one join of ml_stack_features to only final_test_fail from ml_stack_labels.,generate.py:364: observed.strftime('%Y-%m-%dT%H:%M:%SZ'),observed = end+pd.Timedelta(hours=2),illustrative_simulation_assumption
stack_training,stack_height_um,float64,um,one stack modeling row,"Sum of N core thicknesses, N interface gaps, base thickness and mold cap.",features before final test; target after,allowed_primary_task_predictor,False,0,No missing values in this generated cohort.,One-to-one join of ml_stack_features to only final_test_fail from ml_stack_labels.,generate.py:364: stackheight,stackheight = final_thickness[di].sum()+gaps.sum()+bthick[b]+moldcap,derived_identity from simulated inputs
stack_training,inter_die_gap_mean_um,float64,um,one stack modeling row,Arithmetic mean of the N core-to-lower-layer interface gaps.,features before final test; target after,allowed_primary_task_predictor,False,0,No missing values in this generated cohort.,One-to-one join of ml_stack_features to only final_test_fail from ml_stack_labels.,generate.py:364: gaps.mean(),"gaps = bumpheight[di]+rng.normal(0,0.07,hh)",illustrative_simulation_assumption
stack_training,max_alignment_offset_um,float64,um,one stack modeling row,Maximum Euclidean incremental placement-offset magnitude over core layers.,features before final test; target after,allowed_primary_task_predictor,False,0,No missing values in this generated cohort.,One-to-one join of ml_stack_features to only final_test_fail from ml_stack_labels.,generate.py:364: maxoffset,maxoffset = radial_offset.max(),illustrative_simulation_assumption
stack_training,cumulative_die_shift_um,float64,um,one stack modeling row,Euclidean magnitude of the sum of incremental X/Y offsets over core layers.,features before final test; target after,allowed_primary_task_predictor,False,0,No missing values in this generated cohort.,One-to-one join of ml_stack_features to only final_test_fail from ml_stack_labels.,generate.py:364: cumshift,cumshift = np.sqrt(px.sum()**2+py.sum()**2),illustrative_simulation_assumption
stack_training,emc_viscosity_pa_s,float64,Pa*s,one stack modeling row,Assumed epoxy molding-compound viscosity at dispensing conditions.,features before final test; target after,allowed_primary_task_predictor,False,0,No missing values in this generated cohort.,One-to-one join of ml_stack_features to only final_test_fail from ml_stack_labels.,generate.py:364: viscosity,"viscosity = np.exp(np.log(8)+0.2*emc_effect[l//4]+0.10*ast+rng.normal(0,0.08))",illustrative_simulation_assumption
stack_training,molding_pressure_mpa,float64,MPa,one stack modeling row,Applied molding-pressure scenario variable; not converted from a published press load.,features before final test; target after,allowed_primary_task_predictor,False,0,No missing values in this generated cohort.,One-to-one join of ml_stack_features to only final_test_fail from ml_stack_labels.,generate.py:364: mold_pressure,"mold_pressure = 7+0.25*ast+rng.normal(0,0.18)",illustrative_simulation_assumption
stack_training,molding_vacuum_absolute_kpa,float64,kPa absolute,one stack modeling row,Absolute evacuation pressure: a larger value means weaker vacuum.,features before final test; target after,allowed_primary_task_predictor,False,0,No missing values in this generated cohort.,One-to-one join of ml_stack_features to only final_test_fail from ml_stack_labels.,generate.py:364: vacuum,"vacuum = np.exp(np.log(2.5)+0.3*ast+rng.normal(0,0.12))",illustrative_simulation_assumption
stack_training,reflow_peak_temperature_c,float64,degC,one stack modeling row,Peak mass-reflow temperature.,features before final test; target after,allowed_primary_task_predictor,False,0,No missing values in this generated cohort.,One-to-one join of ml_stack_features to only final_test_fail from ml_stack_labels.,generate.py:364: peak,"peak = 245+2.0*ast+rng.normal(0,1.8)",illustrative_simulation_assumption
stack_training,time_above_liquidus_sec,float64,s,one stack modeling row,Reflow time above the scenario solder liquidus.,features before final test; target after,allowed_primary_task_predictor,False,0,No missing values in this generated cohort.,One-to-one join of ml_stack_features to only final_test_fail from ml_stack_labels.,generate.py:364: tal,"tal = 55+3*ast+rng.normal(0,3)",illustrative_simulation_assumption
stack_training,heating_rate_c_sec,float64,degC/s,one stack modeling row,Reflow heating-rate summary.,features before final test; target after,allowed_primary_task_predictor,False,0,No missing values in this generated cohort.,One-to-one join of ml_stack_features to only final_test_fail from ml_stack_labels.,generate.py:364: heatrate,"heatrate = 1.5+rng.normal(0,0.08)",illustrative_simulation_assumption
